chapter,italian,chinese,pronunciation,example_it,example_zh,note,image,source_name,source_url,license_note,copyright_status,word_id
交通标志与图形 - 禁止标志,senso vietato,禁止驶入,,Figura n. 55: senso vietato.,图形 55 表示：禁止驶入。,图形编号 s55；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s55.gif,rmastri.it,https://www.rmastri.it/42/immagini/s55.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000104
交通标志与图形 - 禁止标志,divieto di sorpasso: si possono sorpassare solo i veicoli senza motore e quelli a motore con due ruote,禁止超车：只允许超越无发动机车辆和两轮机动车,,Figura n. 56: divieto di sorpasso: si possono sorpassare solo i veicoli senza motore e quelli a motore con due ruote.,该图形表示：禁止超车，但只允许超越无发动机车辆和两轮机动车。,图形编号 s56；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s56.gif,rmastri.it,https://www.rmastri.it/42/immagini/s56.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000105
交通标志与图形 - 禁止标志,distanziamento minimo obbligatorio di 70 metri dal veicolo che precede,强制最小车距70米。,,Figura n. 57: distanziamento minimo obbligatorio di 70 metri dal veicolo che precede.,车辆必须与前车至少保持70米距离。,图形编号 s57；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s57.gif,rmastri.it,https://www.rmastri.it/42/immagini/s57.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000106
交通标志与图形 - 禁止标志,limite massimo di velocità di 80 km/h,最高限速 80 km/h。,,Figura n. 58: limite massimo di velocità di 80 km/h.,图形 58 表示最高允许速度为 80 km/h。,图形编号 s58；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s58.gif,rmastri.it,https://www.rmastri.it/42/immagini/s58.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000107
交通标志与图形 - 禁止标志,divieto di segnalazioni acustiche,禁止鸣笛,,Figura n. 59: divieto di segnalazioni acustiche.,图形 59 表示：禁止鸣笛。,图形编号 s59；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s59.gif,rmastri.it,https://www.rmastri.it/42/immagini/s59.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000108
交通标志与图形 - 禁止标志,"divieto di sorpasso per veicoli destinati al trasporto di merci (autocarri, autotreni) che superano 3,5 t.",禁止超过3.5吨的货运车辆超车。,,"Figura n. 60: divieto di sorpasso per veicoli destinati al trasporto di merci (autocarri, autotreni) che superano 3,5 t..",超过3.5吨的货车、货车列车等不得在该路段超车。,图形编号 s60；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s60.gif,rmastri.it,https://www.rmastri.it/42/immagini/s60.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000109
交通标志与图形 - 禁止标志,divieto di transito ai veicoli a trazione animale,禁止畜力车辆通行。,,Figura n. 61: divieto di transito ai veicoli a trazione animale.,图形 61 表示由动物牵引的车辆不得通行。,图形编号 s61；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s61.gif,rmastri.it,https://www.rmastri.it/42/immagini/s61.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000110
交通标志与图形 - 禁止标志,divieto di transito ai pedoni,禁止行人通行,,Figura n. 62: divieto di transito ai pedoni.,该图形表示：禁止行人通行。,图形编号 s62；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s62.gif,rmastri.it,https://www.rmastri.it/42/immagini/s62.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000111
交通标志与图形 - 禁止标志,divieto di transito ai velocipedi (biciclette),禁止自行车通行。,,Figura n. 63: divieto di transito ai velocipedi (biciclette).,图形 63 表示自行车不得通行。,图形编号 s63；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s63.gif,rmastri.it,https://www.rmastri.it/42/immagini/s63.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000112
交通标志与图形 - 禁止标志,divieto di transito ai motocicli,禁止摩托车通行,,Figura n. 64: divieto di transito ai motocicli.,图形 64 表示：禁止：通行 给摩托车。,图形编号 s64；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s64.gif,rmastri.it,https://www.rmastri.it/42/immagini/s64.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000113
交通标志与图形 - 禁止标志,divieto di transito ai veicoli a braccia,禁止人力车辆通行,,Figura n. 65: divieto di transito ai veicoli a braccia.,图形 65 表示：禁止：通行 给车辆 向BRACCIA。,图形编号 s65；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s65.gif,rmastri.it,https://www.rmastri.it/42/immagini/s65.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000114
交通标志与图形 - 禁止标志,divieto di transito a tutti gli autoveicoli e ai motoveicoli con tre o più ruote,禁止所有汽车和三轮及以上机动车通行。,,Figura n. 66: divieto di transito a tutti gli autoveicoli e ai motoveicoli con tre o più ruote.,汽车以及三轮或更多车轮的机动车不得进入该路段。,图形编号 s66；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s66.gif,rmastri.it,https://www.rmastri.it/42/immagini/s66.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000115
交通标志与图形 - 禁止标志,divieto di transito agli autobus,禁止公交车通行。,,Figura n. 67: divieto di transito agli autobus.,图形 67 表示公交车不得通行。,图形编号 s67；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s67.gif,rmastri.it,https://www.rmastri.it/42/immagini/s67.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000116
交通标志与图形 - 禁止标志,"divieto di transito ai veicoli destinati al trasporto di merci (autocarri, autotreni) che superano 3,5 t.",禁止超过3.5吨的货运车辆通行。,,"Figura n. 68: divieto di transito ai veicoli destinati al trasporto di merci (autocarri, autotreni) che superano 3,5 t..",超过3.5吨的货车、货车列车等不得进入该路段。,图形编号 s68；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s68.gif,rmastri.it,https://www.rmastri.it/42/immagini/s68.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000117
交通标志与图形 - 禁止标志,"divieto di transito ai veicoli destinati al trasporto di merci (autocarri, autotreni) che superano 6,5 t.",禁止超过6.5吨的货运车辆通行。,,"Figura n. 69: divieto di transito ai veicoli destinati al trasporto di merci (autocarri, autotreni) che superano 6,5 t..",超过6.5吨的货车、货车列车等不得进入该路段。,图形编号 s69；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s69.gif,rmastri.it,https://www.rmastri.it/42/immagini/s69.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000118
交通标志与图形 - 禁止标志,divieto di transito ai veicoli a motore trainanti un rimorchio,禁止牵引挂车的机动车通行。,,Figura n. 70: divieto di transito ai veicoli a motore trainanti un rimorchio.,牵引挂车的机动车不得进入该路段。,图形编号 s70；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s70.gif,rmastri.it,https://www.rmastri.it/42/immagini/s70.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000119
交通标志与图形 - 禁止标志,divieto di transito alle macchine agricole,禁止农业机械通行。,,Figura n. 71: divieto di transito alle macchine agricole.,农业机械不得进入该路段。,图形编号 s71；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s71.gif,rmastri.it,https://www.rmastri.it/42/immagini/s71.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000120
交通标志与图形 - 禁止标志,divieto di transito ai veicoli che trasportano merci pericolose,禁止运输危险货物的车辆通行。,,Figura n. 72: divieto di transito ai veicoli che trasportano merci pericolose.,载有危险货物的车辆不得进入该路段。,图形编号 s72；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s72.gif,rmastri.it,https://www.rmastri.it/42/immagini/s72.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000121
交通标志与图形 - 禁止标志,divieto di transito ai veicoli che trasportano esplosivi o prodotti facilmente infiammabili,禁止运输爆炸物或易燃物品的车辆通行。,,Figura n. 73: divieto di transito ai veicoli che trasportano esplosivi o prodotti facilmente infiammabili.,载有爆炸物或易燃物品的车辆不得进入该路段。,图形编号 s73；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s73.gif,rmastri.it,https://www.rmastri.it/42/immagini/s73.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000122
交通标志与图形 - 禁止标志,divieto di transito ai veicoli che trasportano prodotti suscettibili di contaminare l’acqua,禁止运输可能污染水源物品的车辆通行。,,Figura n. 74: divieto di transito ai veicoli che trasportano prodotti suscettibili di contaminare l’acqua.,载有可能污染水源物品的车辆不得进入该路段。,图形编号 s74；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s74.gif,rmastri.it,https://www.rmastri.it/42/immagini/s74.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000123
交通标志与图形 - 禁止标志,"divieto di transito a tutti i veicoli aventi larghezza superiore a 2,30 metri",禁止宽度超过2.30米的车辆通行。,,"Figura n. 75: divieto di transito a tutti i veicoli aventi larghezza superiore a 2,30 metri.",车辆宽度超过2.30米时，不得进入该路段。,图形编号 s75；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s75.gif,rmastri.it,https://www.rmastri.it/42/immagini/s75.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000124
交通标志与图形 - 禁止标志,"divieto di transito a tutti i veicoli aventi altezza superiore a 3,50 metri",禁止高度超过3.50米的车辆通行。,,"Figura n. 76: divieto di transito a tutti i veicoli aventi altezza superiore a 3,50 metri.",车辆高度超过3.50米时，不得进入该路段。,图形编号 s76；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s76.gif,rmastri.it,https://www.rmastri.it/42/immagini/s76.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000125
交通标志与图形 - 禁止标志,"divieto di transito a tutti i veicoli, o complessi di veicoli, aventi lunghezza superiore a 10 metri",禁止长度超过10米的车辆或车辆组合通行。,,"Figura n. 77: divieto di transito a tutti i veicoli, o complessi di veicoli, aventi lunghezza superiore a 10 metri.",车辆或车辆组合长度超过10米时，不得进入该路段。,图形编号 s77；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s77.gif,rmastri.it,https://www.rmastri.it/42/immagini/s77.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000126
交通标志与图形 - 禁止标志,divieto di transito a tutti i veicoli aventi una massa complessiva superiore a 7 t.,禁止总质量超过7吨的车辆通行。,,Figura n. 78: divieto di transito a tutti i veicoli aventi una massa complessiva superiore a 7 t..,车辆总质量超过7吨时，不得进入该路段。,图形编号 s78；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s78.gif,rmastri.it,https://www.rmastri.it/42/immagini/s78.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000127
交通标志与图形 - 禁止标志,"divieto di transito a tutti i veicoli aventi massa per asse superiore a 2,5 t.",禁止轴重超过2.5吨的车辆通行。,,"Figura n. 79: divieto di transito a tutti i veicoli aventi massa per asse superiore a 2,5 t..",单轴载重超过2.5吨的车辆不得进入该路段。,图形编号 s79；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s79.gif,rmastri.it,https://www.rmastri.it/42/immagini/s79.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000128
交通标志与图形 - 禁止标志,via libera o fine di tutte le prescrizioni,通行恢复 / 所有限制结束,,Figura n. 80: via libera o fine di tutte le prescrizioni.,图形 80 表示：通行恢复 / 所有限制结束。,图形编号 s80；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s80.gif,rmastri.it,https://www.rmastri.it/42/immagini/s80.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000129
